codigo,nombre,descripcion,unidad_de_medida_codigo,vigencia
08093010,Nectarines ,Nectarines ,6,S
08093020,Duraznos (melocotones)*,Duraznos (melocotones)*,6,S
08093090,Los demás,Los demás,6,S
08094010,Ciruelas  ,Ciruelas  ,6,S
08094020,Endrinas,Endrinas,6,S
08101000,Frutillas (fresas)*,Frutillas (fresas)*,6,S
08102010,Moras,Moras,6,S
08102020,Frambuesas,Frambuesas,6,S
08102090,Las demás,Las demás,6,S
08104010,Arándanos rojos,Arándanos rojos,6,S
08104020,Arándanos azules o blueberry,Arándanos azules o blueberry,6,S
08104090,Los demás,Los demás,6,S
08105000,Kiwis,Kiwis,6,S
08106000,Duriones,Duriones,6,S
08109010,Caquis,Caquis,6,S
08109020,Chirimoyas,Chirimoyas,6,S
08109030,Pepinos dulces,Pepinos dulces,6,S
08109040,Nísperos,Nísperos,6,S
08109050,Plumcots,Plumcots,6,S
08109090,Los demás,Los demás,6,S
08111000,Frutillas (fresas)*,Frutillas (fresas)*,6,S
08112010,Moras,Moras,6,S
08112020,Frambuesas,Frambuesas,6,S
08112090,Los demás  ,Los demás  ,6,S
08119010,Arándanos,Arándanos,6,S
08119020,"Damascos (albaricoques, chabacanos)*","Damascos (albaricoques, chabacanos)*",6,S
08119030,Duraznos (melocotones)*,Duraznos (melocotones)*,6,S
08119040,Kiwis,Kiwis,6,S
08119050,Manzanas,Manzanas,6,S
08119060,Uvas,Uvas,6,S
08119090,Las demás,Las demás,6,S
08121000,Cerezas,Cerezas,6,S
08129010,Duraznos (melocotones)*,Duraznos (melocotones)*,6,S
08129090,Los demás  ,Los demás  ,6,S
08131000,"Damascos (albaricoques, chabacanos)*","Damascos (albaricoques, chabacanos)*",6,S
08132000,Ciruelas  ,Ciruelas  ,6,S
08133000,Manzanas,Manzanas,6,S
08134010,Duraznos (melocotones)*,Duraznos (melocotones)*,6,S
08134020,Mosqueta,Mosqueta,6,S
08134090,Los demás  ,Los demás  ,6,S
08135000,"Mezclas de frutas u otros frutos, secos, o de frutos de  cáscara de este Capítulo","Mezclas de frutas u otros frutos, secos, o de frutos de  cáscara de este Capítulo",6,S
08140000,"Cortezas de agrios (cítricos), melones o sandías, frescas, congeladas, secas o presentadas en agua s","Cortezas de agrios (cítricos), melones o sandías, frescas, congeladas, secas o presentadas en agua salada,sulfurosa o adicionada de otras sustancias para su conservación provisional.",6,S
09011100,Sin descafeinar ,Sin descafeinar ,6,S
09011200,Descafeinado,Descafeinado,6,S
09012100,Sin descafeinar ,Sin descafeinar ,6,S
09012200,Descafeinado,Descafeinado,6,S
09019000,Los demás,Los demás,6,S
09021000,Té verde (sin fermentar) presentado en envases inmediatos con un contenido inferior o igual a 3 kg,Té verde (sin fermentar) presentado en envases inmediatos con un contenido inferior o igual a 3 kg,6,S
09022000,Té verde (sin fermentar) presentado de otra forma ,Té verde (sin fermentar) presentado de otra forma ,6,S
09023000,"Té negro (fermentado) y té parcialmente fermentado, presentados en envases inmediatos con un conteni","Té negro (fermentado) y té parcialmente fermentado, presentados en envases inmediatos con un contenido inferior o igual B1173a 3 kg",6,S
09024000,"Té negro (fermentado) y té parcialmente fermentado,  presentados de otra forma ","Té negro (fermentado) y té parcialmente fermentado,  presentados de otra forma ",6,S
09030000,Yerba mate.,Yerba mate.,6,S
09041100,Sin triturar ni pulverizar,Sin triturar ni pulverizar,6,S
09041200,Triturada o pulverizada,Triturada o pulverizada,6,S
09042010,Pimentón,Pimentón,6,S
09042020,Ají,Ají,6,S
09042090,Los demás,Los demás,6,S
09050000,Vainilla.,Vainilla.,6,S
09061100,Canela (Cinnamomum zeylanicum Blume),Canela (Cinnamomum zeylanicum Blume),6,S
09061900,Las demás,Las demás,6,S
09062000,Trituradas o pulverizadas,Trituradas o pulverizadas,6,S
09070000,"Clavo (frutos, clavillos y pedúnculos).","Clavo (frutos, clavillos y pedúnculos).",6,S
09081000,Nuez moscada ,Nuez moscada ,6,S
09082000,Macis,Macis,6,S
09083000,Amomos y cardamomos ,Amomos y cardamomos ,6,S
09091000,Semillas de anís o de badiana,Semillas de anís o de badiana,6,S
09092000,Semillas de cilantro,Semillas de cilantro,6,S
09093000,Semillas de comino,Semillas de comino,6,S
09094000,Semillas de alcaravea,Semillas de alcaravea,6,S
09095000,Semillas de hinojo; bayas de enebro,Semillas de hinojo; bayas de enebro,6,S
09101000,Jengibre,Jengibre,6,S
09102000,Azafrán ,Azafrán ,6,S
09103000,Cúrcuma,Cúrcuma,6,S
09109100,Mezclas previstas en la Nota 1 b)  de este Capítulo,Mezclas previstas en la Nota 1 b)  de este Capítulo,6,S
09109900,Las demás,Las demás,6,S
10011000,Trigo duro ,Trigo duro ,6,S
10019000,Los demás,Los demás,6,S
10020000,Centeno.,Centeno.,6,S
10030000,Cebada. ,Cebada. ,6,S
10040000,Avena.,Avena.,6,S
10051010,Híbridos,Híbridos,6,S
10051090,Los demás,Los demás,6,S
10059000,Los demás,Los demás,6,S
10061000,Arroz con cáscara (arroz «paddy»),Arroz con cáscara (arroz «paddy»),6,S
10062000,Arroz descascarillado (arroz cargo o arroz pardo),Arroz descascarillado (arroz cargo o arroz pardo),6,S
10063010,Con un contenido de grano partido inferior o igual al 5 % en peso,Con un contenido de grano partido inferior o igual al 5 % en peso,6,S
10063020,Con un contenido de grano partido superior al 5 % pero inferior o igual al 15 % en peso,Con un contenido de grano partido superior al 5 % pero inferior o igual al 15 % en peso,6,S
10063090,Los demás,Los demás,6,S
10064000,Arroz partido,Arroz partido,6,S
10070010,Para siembra,Para siembra,6,S
10070090,Los demás,Los demás,6,S
10081000,Alforfón ,Alforfón ,6,S
10082000,Mijo,Mijo,6,S
10083000,Alpiste,Alpiste,6,S
10089000,Los demás cereales,Los demás cereales,6,S
11010000,Harina de trigo o de morcajo (tranquillón).,Harina de trigo o de morcajo (tranquillón).,6,S
11021000,Harina de centeno,Harina de centeno,6,S
11022000,Harina de maíz,Harina de maíz,6,S
11029000,Las demás,Las demás,6,S
11031100,De trigo ,De trigo ,6,S
11031300,De maíz,De maíz,6,S
11031900,De los demás cereales ,De los demás cereales ,6,S
11032000,«Pellets»,«Pellets»,6,S
11041200,De avena,De avena,6,S
11041900,De los demás cereales ,De los demás cereales ,6,S
11042210,Mondados,Mondados,6,S
11042290,Los demás,Los demás,6,S
11042300,De maíz,De maíz,6,S
11042900,De los demás cereales ,De los demás cereales ,6,S
11043000,"Germen de cereales entero, aplastado, en copos o molido","Germen de cereales entero, aplastado, en copos o molido",6,S
11051000,"Harina, sémola y polvo ","Harina, sémola y polvo ",6,S
11052000,"Copos, gránulos y «pellets»","Copos, gránulos y «pellets»",6,S
11061000,De las hortalizas de la partida  07.13 ,De las hortalizas de la partida  07.13 ,6,S
11062000,De sagú o de las raíces o tubérculos de la partida 07.14 ,De sagú o de las raíces o tubérculos de la partida 07.14 ,6,S
11063000,De los productos del Capítulo 8 ,De los productos del Capítulo 8 ,6,S
11071000,Sin tostar,Sin tostar,6,S
11072000,Tostada,Tostada,6,S
11081100,Almidón de trigo ,Almidón de trigo ,6,S
11081200,Almidón de maíz,Almidón de maíz,6,S
11081300,Fécula de papa (patata)*,Fécula de papa (patata)*,6,S
11081400,Fécula de mandioca (yuca)* ,Fécula de mandioca (yuca)* ,6,S
11081900,Los demás almidones y féculas ,Los demás almidones y féculas ,6,S
11082000,Inulina,Inulina,6,S
11090000,"Gluten de trigo, incluso seco.","Gluten de trigo, incluso seco.",6,S
12010010,Para la siembra,Para la siembra,6,S
12010090,Las demás,Las demás,6,S
12021010,Para la siembra,Para la siembra,6,S
12021090,Las demás,Las demás,6,S
12022000,"Sin cáscara, incluso quebrantados","Sin cáscara, incluso quebrantados",6,S
12030000,Copra.,Copra.,6,S
12040010,Para la siembra,Para la siembra,6,S
12040090,Las demás,Las demás,6,S
12051010,Para la siembra,Para la siembra,6,S
12051090,Las demás,Las demás,6,S
12059010,Para la siembra,Para la siembra,6,S
12059090,Las demás,Las demás,6,S
12060010,Para la siembra,Para la siembra,6,S
12060090,Las demás,Las demás,6,S
12072010,Para la siembra,Para la siembra,6,S
12072090,Las demás,Las demás,6,S
12074010,Para la siembra,Para la siembra,6,S
12074090,Las demás,Las demás,6,S
12075010,Para la siembra,Para la siembra,6,S
12075090,Las demás,Las demás,6,S
12079110,Para la siembra,Para la siembra,6,S
12079190,Las demás,Las demás,6,S
12079911,Para la siembra,Para la siembra,6,S
12079919,Las demás,Las demás,6,S
12079990,Las demás,Las demás,6,S
12081000,"De porotos (habas, frijoles, fréjoles)* de soya (soja)","De porotos (habas, frijoles, fréjoles)* de soya (soja)",6,S
12089000,Las demás,Las demás,6,S
12091000,Semilla de remolacha azucarera,Semilla de remolacha azucarera,6,S
12092100,De alfalfa ,De alfalfa ,6,S
12092200,De trébol (Trifolium spp.),De trébol (Trifolium spp.),6,S
12092300,De festucas ,De festucas ,6,S
12092400,De pasto azul de Kentucky  (Poa pratensis L.) ,De pasto azul de Kentucky  (Poa pratensis L.) ,6,S
12092500,"De ballico (Lolium multiflorum Lam., Lolium perenne L.)","De ballico (Lolium multiflorum Lam., Lolium perenne L.)",6,S
12092910,De lupino (Lupinnus spp.),De lupino (Lupinnus spp.),6,S
12092990,Las demás,Las demás,6,S
12093000,Semillas de plantas herbáceas utilizadas principalmente por sus flores,Semillas de plantas herbáceas utilizadas principalmente por sus flores,6,S
12099110,De tomates ,De tomates ,6,S
12099120,De lechuga,De lechuga,6,S
12099130,De cebolla,De cebolla,6,S
12099140,De pimiento,De pimiento,6,S
12099150,De zapallo,De zapallo,6,S
12099160,De coliflor,De coliflor,6,S
12099170,"De brécoles (brócoli, «broccoli»)","De brécoles (brócoli, «broccoli»)",6,S
12099180,De pepino,De pepino,6,S
12099190,Las demás,Las demás,6,S
12099920,De melón,De melón,6,S
12099930,De sandía,De sandía,6,S
12099990,Los demás,Los demás,6,S
12101000,Conos de lúpulo sin triturar ni moler ni en «pellets»,Conos de lúpulo sin triturar ni moler ni en «pellets»,6,S
12102000,"Conos de lúpulo triturados, molidos o en «pellets»; lupulino","Conos de lúpulo triturados, molidos o en «pellets»; lupulino",6,S
12112000,Raíces de «ginseng»,Raíces de «ginseng»,6,S
12113000,Hojas de coca,Hojas de coca,6,S
12114000,Paja de adormidera,Paja de adormidera,6,S
12119010,Boldo ,Boldo ,6,S
12119020,Orégano,Orégano,6,S
12119030,Cornezuelo de centeno ,Cornezuelo de centeno ,6,S
12119041,Pepa y pepa vana,Pepa y pepa vana,6,S
12119042,Cascarilla,Cascarilla,6,S
12119043,Flor y hojas,Flor y hojas,6,S
12119049,Las demás,Las demás,6,S
12119050,Hierba de San Juan (Hipericum perforatum),Hierba de San Juan (Hipericum perforatum),6,S
12119060,Manzanilla,Manzanilla,6,S
12119090,Los demás,Los demás,6,S
12122020,Gelidium,Gelidium,6,S
12122030,Pelillo (Gracilaria spp.),Pelillo (Gracilaria spp.),6,S
12122040,Chascón (Lessonia spp.),Chascón (Lessonia spp.),6,S
12122050,Luga luga (Iridaea spp.),Luga luga (Iridaea spp.),6,S
12122060,Chicorea de mar (Gigartina spp.),Chicorea de mar (Gigartina spp.),6,S
12122070,Huiro (Macrocystis spp.),Huiro (Macrocystis spp.),6,S
12122080,Durvillaea antarctica,Durvillaea antarctica,6,S
12122090,Las demás,Las demás,6,S
12129100,Remolacha azucarera,Remolacha azucarera,6,S
12129900,Los demás,Los demás,6,S
12130000,"Paja y cascabillo de cereales, en bruto, incluso picados, molidos, prensados o en «pellets». ","Paja y cascabillo de cereales, en bruto, incluso picados, molidos, prensados o en «pellets». ",6,S
12141000,Harina y «pellets» de alfalfa ,Harina y «pellets» de alfalfa ,6,S
12149010,Altramuces o lupinos  (Lupinus spp.),Altramuces o lupinos  (Lupinus spp.),6,S
12149090,Los demás,Los demás,6,S
13012000,Goma arábiga,Goma arábiga,6,S
13019000,Los demás ,Los demás ,6,S
13021100,Opio,Opio,6,S
13021200,De regaliz ,De regaliz ,6,S
13021300,De lúpulo,De lúpulo,6,S
13021910,Extracto de quillay,Extracto de quillay,6,S
13021990,Los demás,Los demás,6,S
13022000,"Materias pécticas, pectinatos y pectatos","Materias pécticas, pectinatos y pectatos",6,S
13023100,Agar-agar,Agar-agar,6,S
13023200,"Mucílagos y espesativos de la algarroba o de su semilla o de  las semillas de guar, incluso modifica","Mucílagos y espesativos de la algarroba o de su semilla o de  las semillas de guar, incluso modificados ",6,S
13023910,Carraghenina,Carraghenina,6,S
13023990,Los demás,Los demás,6,S
14011000,Bambú,Bambú,6,S
14012000,Roten (ratán)*,Roten (ratán)*,6,S
14019000,Las demás,Las demás,6,S
14042000,Línteres de algodón,Línteres de algodón,6,S
14049010,Cortezas de quillay ,Cortezas de quillay ,6,S
14049020,"Musgos secos, distintos de los utilizados para ramos o adornos   y de los medicinales","Musgos secos, distintos de los utilizados para ramos o adornos   y de los medicinales",6,S
14049090,Los demás,Los demás,6,S
15010010,"Grasa de cerdo (incluida la manteca de cerdo), refinadas","Grasa de cerdo (incluida la manteca de cerdo), refinadas",6,S
15010090,Las demás ,Las demás ,6,S
15020010,Fundidos (incluidos los «primeros jugos»),Fundidos (incluidos los «primeros jugos»),6,S
15020090,Las demás ,Las demás ,6,S
15030000,"Estearina solar, aceite de manteca de cerdo, oleoestearina, oleomargarina y aceite de sebo, sin emul","Estearina solar, aceite de manteca de cerdo, oleoestearina, oleomargarina y aceite de sebo, sin emulsionar, mezclar ni preparar de otro modo.",6,S
15041000,Aceites de hígado de pescado y sus fracciones,Aceites de hígado de pescado y sus fracciones,6,S
15042010,"Aceite de pescado, crudo","Aceite de pescado, crudo",6,S
15042020,"Aceite de pescado, semirefinado y refinado","Aceite de pescado, semirefinado y refinado",6,S
15042090,Los demás,Los demás,6,S
15043000,Grasas y aceites de mamíferos marinos y sus fracciones ,Grasas y aceites de mamíferos marinos y sus fracciones ,6,S
15050000,"Grasa de lana y sustancias grasas derivadas, incluida la lanolina.","Grasa de lana y sustancias grasas derivadas, incluida la lanolina.",6,S
15060000,"Las demás grasas y aceites animales, y sus fracciones, incluso refinados, pero sin modificar química","Las demás grasas y aceites animales, y sus fracciones, incluso refinados, pero sin modificar químicamente.",6,S
15071000,"Aceite en bruto, incluso desgomado","Aceite en bruto, incluso desgomado",6,S
15079010,A granel,A granel,6,S
15079090,Los demás,Los demás,6,S
15081000,Aceite en bruto,Aceite en bruto,6,S
15089000,Los demás,Los demás,6,S
15091000,Virgen,Virgen,6,S
15099000,Los demás,Los demás,6,S
15100000,"Los demás aceites y sus fracciones obtenidos exclusivamente de aceituna, incluso refinados, pero sin","Los demás aceites y sus fracciones obtenidos exclusivamente de aceituna, incluso refinados, pero sin modificar químicamente, y mezclas de  estos aceites o fracciones con los aceites o fracciones de la",6,S
15111000,Aceite en bruto,Aceite en bruto,6,S
15119000,Los demás,Los demás,6,S
15121110,De girasol y sus fracciones,De girasol y sus fracciones,6,S
15121120,De cártamo y sus fracciones,De cártamo y sus fracciones,6,S
15121911,A granel,A granel,6,S
15121919,Los demás,Los demás,6,S
15121920,De cártamo y sus fracciones,De cártamo y sus fracciones,6,S
15122100,"Aceite en bruto, incluso sin gosipol ","Aceite en bruto, incluso sin gosipol ",6,S
15122900,Los demás ,Los demás ,6,S
15131100,Aceite en bruto ,Aceite en bruto ,6,S
15131900,Los demás ,Los demás ,6,S
15132100,Aceites en bruto ,Aceites en bruto ,6,S
15132900,Los demás ,Los demás ,6,S
15141100,Aceites en bruto,Aceites en bruto,6,S
15141900,Los demás,Los demás,6,S
15149100,Aceites en bruto,Aceites en bruto,6,S
15149900,Los demás,Los demás,6,S
15151100,Aceite en bruto ,Aceite en bruto ,6,S
15151900,Los demás ,Los demás ,6,S
15152100,Aceite en bruto ,Aceite en bruto ,6,S
15152900,Los demás ,Los demás ,6,S
15153000,Aceite de ricino y sus fracciones,Aceite de ricino y sus fracciones,6,S
15155000,Aceite de sésamo (ajonjolí) y sus fracciones,Aceite de sésamo (ajonjolí) y sus fracciones,6,S
15159010,Aceite de rosa mosqueta,Aceite de rosa mosqueta,6,S
15159090,Los demás ,Los demás ,6,S
15161011,De pescado,De pescado,6,S
15161012,De mamíferos marinos,De mamíferos marinos,6,S
15161090,Los demás,Los demás,6,S
15162000,"Grasas y aceites, vegetales, y sus fracciones","Grasas y aceites, vegetales, y sus fracciones",6,S
15171010,Presentada en envases inmediatos con un contenido  inferior  o igual a 1 KN,Presentada en envases inmediatos con un contenido  inferior  o igual a 1 KN,6,S
15171090,Las demás,Las demás,6,S
15179010,"Mezclas de aceites vegetales, en bruto","Mezclas de aceites vegetales, en bruto",6,S
15179020,"Mezclas de aceites vegetales, refinados","Mezclas de aceites vegetales, refinados",6,S
15179090,Las demás,Las demás,6,S
15180010,Aceite de pescado no apto para el consumo humano,Aceite de pescado no apto para el consumo humano,6,S
15180090,Los demás,Los demás,6,S
15200000,Glicerol en bruto; aguas y lejías glicerinosas.,Glicerol en bruto; aguas y lejías glicerinosas.,6,S
15211000,Ceras vegetales,Ceras vegetales,6,S
15219000,Las demás,Las demás,6,S
15220000,"Degrás; residuos procedentes del tratamiento de grasas o ceras, animales o vegetales.","Degrás; residuos procedentes del tratamiento de grasas o ceras, animales o vegetales.",6,S
16010000,"Embutidos y productos similares de carne, despojos o sangre; preparaciones alimenticias a base de es","Embutidos y productos similares de carne, despojos o sangre; preparaciones alimenticias a base de estos productos.",6,S
16021000,Preparaciones homogeneizadas,Preparaciones homogeneizadas,6,S
16022000,De hígado de cualquier animal,De hígado de cualquier animal,6,S
16023110,"Trozos preparados, sazonados o condimentados","Trozos preparados, sazonados o condimentados",6,S
16023120,Paté y pastas,Paté y pastas,6,S
16023130,Jamón,Jamón,6,S
16023190,Las demás,Las demás,6,S
16023210,"Trozos preparados, sazonados o condimentados","Trozos preparados, sazonados o condimentados",6,S
16023220,Paté y pastas,Paté y pastas,6,S
16023290,Las demás,Las demás,6,S
16023900,Las demás,Las demás,6,S
16024100,Jamones y trozos de jamón,Jamones y trozos de jamón,6,S
16024200,Paletas y trozos de paleta,Paletas y trozos de paleta,6,S
16024900,"Las demás, incluidas las mezclas","Las demás, incluidas las mezclas",6,S
16025000,De la especie bovina  ,De la especie bovina  ,6,S
16029010,De corzo,De corzo,6,S
16029020,De jabalí,De jabalí,6,S
16029030,De ciervo,De ciervo,6,S
16029040,De conejo,De conejo,6,S
16029050,De faisán,De faisán,6,S
16029060,De ganso,De ganso,6,S
16029070,De perdiz,De perdiz,6,S
16029090,Los demás,Los demás,6,S
16030010,De carne ,De carne ,6,S
16030090,Los demás,Los demás,6,S
16041110,Ahumados,Ahumados,6,S
16041190,Los demás,Los demás,6,S
16041200,Arenques ,Arenques ,6,S
16041311,Al natural,Al natural,6,S
16041312,Con salsa de tomate,Con salsa de tomate,6,S
16041319,Las demás,Las demás,6,S
16041390,Los demás,Los demás,6,S
16041410,Atunes,Atunes,6,S
16041420,Listados,Listados,6,S
16041430,Bonitos,Bonitos,6,S
16041500,Caballas ,Caballas ,6,S
16041610,En aceite,En aceite,6,S
16041690,Las demás,Las demás,6,S
16041911,Al natural,Al natural,6,S
16041912,Con salsa de tomate,Con salsa de tomate,6,S
16041913,En aceite,En aceite,6,S
16041919,Las demás,Las demás,6,S
16041920,Congrio,Congrio,6,S
16041930,Trucha,Trucha,6,S
16041940,Merluza,Merluza,6,S
16041990,Los demás,Los demás,6,S
16042010,De atún,De atún,6,S
16042020,De bonito,De bonito,6,S
16042030,De salmón,De salmón,6,S
16042040,De sardina y jurel ,De sardina y jurel ,6,S
16042050,De caballa,De caballa,6,S
16042060,De anchoas,De anchoas,6,S
16042070,De merluza,De merluza,6,S
16042090,Las demás,Las demás,6,S
16043000,Caviar y sus sucedáneos ,Caviar y sus sucedáneos ,6,S
16051011,Conservadas en recipientes herméticos cerrados,Conservadas en recipientes herméticos cerrados,6,S
16051012,Conservadas congeladas,Conservadas congeladas,6,S
16051019,Las demás,Las demás,6,S
16051021,"Centolla del norte (Lithodes spp.), conservada en recipientes herméticos cerrados","Centolla del norte (Lithodes spp.), conservada en recipientes herméticos cerrados",6,S
16051022,"Centolla (Lithodes santolla), conservada en recipientes  herméticos cerrados","Centolla (Lithodes santolla), conservada en recipientes  herméticos cerrados",6,S
16051023,"Centollón (Paralomis granulosa), conservado en recipientes herméticos cerrados","Centollón (Paralomis granulosa), conservado en recipientes herméticos cerrados",6,S
16051024,"Centollón del norte (Paralomis spp.), conservados en  recipientes herméticos cerrados","Centollón del norte (Paralomis spp.), conservados en  recipientes herméticos cerrados",6,S
16051025,Centolla del norte (Lithodes spp.) congelada,Centolla del norte (Lithodes spp.) congelada,6,S
16051026,"Centolla (Lithodes santolla), congelada","Centolla (Lithodes santolla), congelada",6,S
16051027,"Centollón (Paralomis granulosa), congelado","Centollón (Paralomis granulosa), congelado",6,S
16051028,"Centollón del norte (Paralomis spp.), congelado","Centollón del norte (Paralomis spp.), congelado",6,S
16051029,Los demás,Los demás,6,S
16051090,Los demás,Los demás,6,S
16052011,"Camarón nailon (Heterocarpus reedi), conservado en recipientes herméticos cerrados","Camarón nailon (Heterocarpus reedi), conservado en recipientes herméticos cerrados",6,S
16052012,"Camarón ecuatoriano (Penaeus vannamei), conservados recipientes herméticos cerrados","Camarón ecuatoriano (Penaeus vannamei), conservados recipientes herméticos cerrados",6,S
16052013,Camarón de río (Cryphiops caementarius) conservados en recipientes herméticos cerrados,Camarón de río (Cryphiops caementarius) conservados en recipientes herméticos cerrados,6,S
16052014,"Camarón nailon (Heterocarpus reedi), congelado","Camarón nailon (Heterocarpus reedi), congelado",6,S
16052015,"Camarón ecuatoriano (Penaeus vannamei), congelado","Camarón ecuatoriano (Penaeus vannamei), congelado",6,S
16052016,Camarón de río (Cryphiops caementarius) congelado,Camarón de río (Cryphiops caementarius) congelado,6,S
16052019,Los demás,Los demás,6,S
16052021,"Langostino amarillo (Cervimunida johni), conservado en recipientes herméticos cerrados","Langostino amarillo (Cervimunida johni), conservado en recipientes herméticos cerrados",6,S
16052022,Langostino colorado (Pleuroncodes monodon) conservado en recipientes herméticos cerrados,Langostino colorado (Pleuroncodes monodon) conservado en recipientes herméticos cerrados,6,S
16052029,Los demás,Los demás,6,S
16052091,Gambas (Haliporoides diomedeae) conservadas en recipientes herméticos cerrados,Gambas (Haliporoides diomedeae) conservadas en recipientes herméticos cerrados,6,S
16052099,Los demás,Los demás,6,S
16053000,Bogavantes,Bogavantes,6,S
16054000,Los demás crustáceos ,Los demás crustáceos ,6,S
16059010,Erizos de mar (Loxechinus albus),Erizos de mar (Loxechinus albus),6,S
16059020,Almejas (Protothaca thaca) (Ameghinomya antiqua) ,Almejas (Protothaca thaca) (Ameghinomya antiqua) ,6,S
16059030,Machas (Mesodesma donacium) (Solem macha),Machas (Mesodesma donacium) (Solem macha),6,S
16059040,Locos (Concholepas concholepas),Locos (Concholepas concholepas),6,S
16059051,Caracol gigante (Zidona dufresnei),Caracol gigante (Zidona dufresnei),6,S
16059052,Caracol trofon (Trophon gervesianus),Caracol trofon (Trophon gervesianus),6,S
16059053,Caracol palo palo (Argobuccinum spp.),Caracol palo palo (Argobuccinum spp.),6,S
16059054,Caracol locate (Thais chocolata),Caracol locate (Thais chocolata),6,S
16059059,Los demás,Los demás,6,S
16059060,"Ostiones (Argopecten purpuratus), (Chlamys patagonica)","Ostiones (Argopecten purpuratus), (Chlamys patagonica)",6,S
16059070,"Cholgas, choritos y choros","Cholgas, choritos y choros",6,S
16059080,Lapas (Fisurella spp.),Lapas (Fisurella spp.),6,S
16059091,Navajuelas (Tagelus dombeii),Navajuelas (Tagelus dombeii),6,S
16059092,Navajas de mar o huepo (ensis macha),Navajas de mar o huepo (ensis macha),6,S
16059093,Culengues (gari solida),Culengues (gari solida),6,S
16059094,Jibias (Dosidicus gigas),Jibias (Dosidicus gigas),6,S
16059095,Abalón japonés o verde (Haliotis discus hannai),Abalón japonés o verde (Haliotis discus hannai),6,S
16059099,Los demás,Los demás,6,S
17011100,De caña ,De caña ,6,S
17011200,De remolacha,De remolacha,6,S
17019100,Con adición de aromatizante  o colorante,Con adición de aromatizante  o colorante,6,S
17019910,"De caña, refinada","De caña, refinada",6,S
17019920,"De remolacha, refinada","De remolacha, refinada",6,S
17019990,Los demás,Los demás,6,S
17021100,"Con un contenido de lactosa  superior o igual al 99 % en  peso,  expresado en lactosa anhidra, calcu","Con un contenido de lactosa  superior o igual al 99 % en  peso,  expresado en lactosa anhidra, calculado sobre producto seco",6,S
17021900,Los demás,Los demás,6,S
17022000,Azúcar y jarabe de arce («maple»),Azúcar y jarabe de arce («maple»),6,S
17023000,"Glucosa y jarabe de glucosa, sin fructosa o con un contenido de fructosa, calculado sobre producto s","Glucosa y jarabe de glucosa, sin fructosa o con un contenido de fructosa, calculado sobre producto seco,  inferior al 20 % en peso",6,S
17024000,"Glucosa y jarabe de glucosa, con un contenido de fructosa sobre producto seco superior o igual al 20","Glucosa y jarabe de glucosa, con un contenido de fructosa sobre producto seco superior o igual al 20 % pero inferior al  50 %, en peso, excepto el azúcar invertido",6,S
17025000,Fructosa químicamente pura,Fructosa químicamente pura,6,S
17026010,De pera,De pera,6,S
17026020,De manzana,De manzana,6,S
17026090,Los demás,Los demás,6,S
17029010,Caramelo colorante,Caramelo colorante,6,S
17029020,"Sucedáneos de la miel , incluso mezclados con miel natural","Sucedáneos de la miel , incluso mezclados con miel natural",6,S
17029090,Los demás,Los demás,6,S
17031000,Melaza de caña ,Melaza de caña ,6,S
17039000,Las demás,Las demás,6,S
17041010,Recubiertos de azúcar,Recubiertos de azúcar,6,S
17041090,Los demás,Los demás,6,S
17049020,Bombones,Bombones,6,S
17049030,Caramelos,Caramelos,6,S
17049050,Pastillas,Pastillas,6,S
17049060,Gomas azucaradas,Gomas azucaradas,6,S
17049070,Turrón,Turrón,6,S
17049080,Confites elaborados total o parcialmente de dulce de leche,Confites elaborados total o parcialmente de dulce de leche,6,S
17049090,Los demás,Los demás,6,S
18010010,Crudo,Crudo,6,S
18010020,Tostado,Tostado,6,S
18020000,"Cáscara, películas y demás residuos de cacao.","Cáscara, películas y demás residuos de cacao.",6,S
18031000,Sin desgrasar,Sin desgrasar,6,S
18032000,Desgrasada total o parcialmente,Desgrasada total o parcialmente,6,S
18040000,"Manteca, grasa y aceite de cacao.","Manteca, grasa y aceite de cacao.",6,S
18050000,Cacao en polvo sin adición de azúcar ni otro edulcorante.,Cacao en polvo sin adición de azúcar ni otro edulcorante.,6,S
18061000,Cacao en polvo con adición de azúcar u otro edulcorante,Cacao en polvo con adición de azúcar u otro edulcorante,6,S
18062000,"Las demás preparaciones, en bloques, tabletas o barras con  peso superior a 2 kg o en forma líquida,","Las demás preparaciones, en bloques, tabletas o barras con  peso superior a 2 kg o en forma líquida,  pastosa o en polvo, gránulos o formas similares, en recipientes o en envases  inmediatos, con un c",6,S
18063110,Con pastas blandas o licor,Con pastas blandas o licor,6,S
18063120,Con frutos o cereales,Con frutos o cereales,6,S
18063190,Los demás,Los demás,6,S
18063210,Coberturas,Coberturas,6,S
18063290,Los demás,Los demás,6,S
18069010,"Chocolates, en formas distintas de los bloques, tabletas o barras,  rellenos","Chocolates, en formas distintas de los bloques, tabletas o barras,  rellenos",6,S
18069020,"Chocolates, en formas distintas de los bloques, tabletas o barras, sin rellenar","Chocolates, en formas distintas de los bloques, tabletas o barras, sin rellenar",6,S
18069030,Caramelos recubiertos de chocolate,Caramelos recubiertos de chocolate,6,S
18069040,Frutos recubiertos de chocolate,Frutos recubiertos de chocolate,6,S
18069050,Pastas recubiertas de chocolate,Pastas recubiertas de chocolate,6,S
18069090,Los demás,Los demás,6,S
